iter,total,val_l2,elapsed,L_ic,L_vel,L_bc_u,L_bc_m,L_pde,lam_ic,lam_vel,lam_bc_u,lam_bc_m,lam_pde
1,10.245672225952148,1.922315702962991,1.0491929054260254,0.5442142486572266,0.34553855657577515,0.0181950181722641,0.06635649502277374,0.000311345502268523,16.4704685515675,1.0755310468036163,20.350733260621876,7.681483750889643,98.19689399220638
100,2.832490921020508,0.9984050834843173,53.32044696807861,0.12664785981178284,0.012601342052221298,0.0173235684633255,0.0061506181955337524,0.0033931280486285686,16.4704685515675,1.0755310468036163,20.350733260621876,7.681483750889643,98.19689399220638
200,2.401519298553467,0.9912631082352239,220.8965482711792,0.064328134059906,0.009043989703059196,0.018228646367788315,0.022182326763868332,0.005246356129646301,21.530186825822653,1.4447776919016415,31.395248401793587,5.3088768951629195,59.73668084721005
300,0.7101154327392578,1.0010490336422735,346.3502526283264,0.01120428554713726,0.008590353652834892,0.0008004209958016872,0.014705486595630646,0.005913868546485901,21.530186825822653,1.4447776919016415,31.395248401793587,5.3088768951629195,59.73668084721005
400,0.3880690336227417,1.0053176882210832,468.46591424942017,0.005311996676027775,0.0033500969875603914,0.0002780731883831322,0.02884504944086075,0.0012608737451955676,32.41755509080309,1.4699461809476553,74.4221297402986,4.491497390225754,48.133573322713616
500,0.1937435418367386,1.0105734108686804,556.3584420681,0.0006127359811216593,0.005036861170083284,0.0002758544869720936,0.007964063435792923,0.0022889631800353527,32.41755509080309,1.4699461809476553,74.4221297402986,4.491497390225754,48.133573322713616
600,0.12863516807556152,1.0092009989838795,667.8496284484863,0.0002946648164652288,0.002158867195248604,4.8615580453770235e-05,0.006029995623975992,0.0016668920870870352,42.71270101360548,1.4228937324004929,102.21944646944482,4.4551988510257985,48.67928409140293
700,0.10444898903369904,1.0050077103845698,787.0820326805115,0.00026469933800399303,0.003505673259496689,3.518374796840362e-05,0.0007262233993969858,0.0016705840826034546,42.71270101360548,1.4228937324004929,102.21944646944482,4.4551988510257985,48.67928409140293
800,0.06008472293615341,1.004742452939524,914.6625466346741,8.909269672585651e-05,0.00046805356396362185,3.9385635318467394e-05,0.000765013275668025,0.0010983579559251666,60.003573126325946,1.5960690830271238,118.61079336833737,3.520135506361111,42.45181256475483
900,0.11924697458744049,1.0062212726480346,1038.3390123844147,1.405648345098598e-05,0.000973590649664402,2.373409915890079e-05,0.000340407743351534,0.0026579834520816803,60.003573126325946,1.5960690830271238,118.61079336833737,3.520135506361111,42.45181256475483
1000,0.08595159649848938,1.0065065189474072,1159.971051454544,2.4275512259919196e-05,0.0008434268529526889,3.5811495763482526e-05,0.0003266926505602896,0.0017804782837629318,65.96621384560294,1.5832914881312163,148.24749924247556,3.3186004486006038,43.03434230891939
